display_name,emoji
Instant Plain Oatmeal with Semi-Skimmed Milk,🌾
Honey Coated Puffed Wheat,🍯
Chocolate Rice Cereal,🍚
Honey Nut Shredded Wheat (Nestle),🍯
Chocolate Wheat and Multigrain Cereal,🍫
Raw Sea Bream,🐟
Homemade Broccoli Cheese (Semi-Skimmed Milk),🥦
Homemade Broccoli Cheese (Skimmed Milk),🥦
Homemade Broccoli Cheese (Whole Milk),🥦
Homemade Chocolate Brownies,🍫
Build-Up Shake Powder,🍛
Build-Up Soup Powder,🍛
Raw Beef Burger (62-85% Beef),🍔
Grilled Beef Burger (62-85% Beef),🍔
Fried Beef Burger (98-99% Beef),🍔
Grilled Beef Burger (98-99% Beef),🍔
Raw Beef Burger (98-99% Beef),🍔
Homemade Beef Burger (Fried in Rapeseed Oil),🍔
Homemade Grilled Beef Burger,🍔
Homemade Beef Burger with Bun (Fried in Rapeseed Oil),🍔
Homemade Grilled Beef Burger with Bun,🍔
Big Mac Burger (Takeaway),🍔
Cheeseburger (Takeaway),🍔
Chicken Burger (Takeaway),🍔
Grilled Chicken/Turkey Burger (Coated),🍔
Hamburger (Takeaway),🍔
Quarter Pounder with Cheese (Takeaway),🧀
Whopper Burger (Takeaway),🍔
Salted Butter,🧈
Spreadable Butter (75-80% fat),🧈
Light Spreadable Butter (60% fat),🧈
Unsalted Butter,🧈
Unsalted Butteroil,🧈
Stuffed Cabbage Leaves with Lamb and Rice,🍚
Chocolate Cake Bars,🍰
Chocolate Fudge Cake,🍰
Homemade Chocolate Cake,🍰
Homemade Chocolate Cake with Butter Icing,🍰
Chocolate Cake with Filling and Icing,🍰
Homemade Sponge Cake with Butter Icing,🍰
Frozen Sponge Cake with Cream and Jam,🍰
Sponge Cake with Jam and Butter Cream,🍰
Chocolate Swiss Roll,🍫
Baked Calamari in Batter,🦑
Chocolate-Covered Caramel Bars,🍫
Homemade Carbonnade of Beef,🥩
Raw Carp,🐟
Beef Casserole with Cook-in Sauce,🥩
Homemade Pork and Apple Casserole,🥓
Pork Casserole with Cook-in Sauce,🥓
Homemade Rabbit Casserole,🍛
Homemade Sausage Casserole,🍖
Steamed Catfish,🐟
Steamed Catfish with Bones,🐟
Raw Catfish,🐟
Homemade Cauliflower Cheese (Semi-skimmed Milk),🥦
Homemade Cauliflower Cheese (Skimmed Milk),🥦
Homemade Cauliflower Cheese (Whole Milk),🥦
Cauliflower Cheese,🥦
Homemade Cauliflower in White Sauce (Semi-skimmed Milk),🥦
Homemade Cauliflower in White Sauce (Skimmed Milk),🥦
Homemade Cauliflower in White Sauce (Whole Milk),🥦
Caviar in Brine,🐟
Cereal Bars with Fruit/Nuts,🥜
Chocolate Cereal Bars with Fruit/Nuts,🍫
Cheese and Onion Rolls,🧅
Homemade Cheese Pudding,🧀
Homemade Cheese Sauce (Semi-skimmed Milk),🧀
Homemade Cheese Sauce (Skimmed Milk),🧀
Homemade Cheese Sauce (Whole Milk),🧀
Cheese Sauce Mix with Semi-skimmed Milk,🧀
Cheese Sauce Mix with Skimmed Milk,🧀
Cheese Sauce (from packet mix),🧀
Plain Cheese Spread,🧀
Light Plain Cheese Spread,🧀
Cheese Straws,🧀
Brie Rind,🧀
Brie (without rind),🧀
Caerphilly Cheese,🧀
Camembert Cheese,🧀
Reduced Fat Cheddar (30% less),🧀
Half-Fat Cheddar,🧀
English Cheddar,🧀
Plain Cottage Cheese,🧀
Light Cottage Cheese,🧀
Danish Blue Cheese,🧀
Derby Cheese,🧀
Dolcelatte Cheese (without rind),🧀
Double Gloucester Cheese,🧀
Edam Cheese,🧀
Emmental Cheese,🧀
Feta Cheese,🧀
Soft Goat's Cheese,🧀
Gouda Cheese,🧀
Gruyere Cheese,🧀
Halloumi Cheese,🧀
Hard Cheese (generic),🧀
Lancashire Cheese,🧀
Mascarpone Cheese,🧀
Fresh Mozzarella,🧀
Paneer Cheese,🧀
Fresh Parmesan,🧀
Port Salut Cheese,🧀
Processed Cheese,🧀
Light Processed Cheese Slices,🧀
Smoked Processed Cheese,🧀
Quark Cheese,🧀
Red Leicester Cheese,🧀
Red Windsor Cheese,🧀
Ricotta Cheese,🧀
Roquefort Cheese,🧀
Sage Derby Cheese,🧀
Full-Fat Soft Cheese,🧀
Medium-Fat Soft Cheese,🧀
Low-Fat Soft Cheese,🧀
Blue Stilton Cheese,🧀
White Stilton Cheese,🧀
Wensleydale Cheese,🧀
White Cheshire Cheese,🧀
White Cheese (generic),🧀
Frozen Fruit Cheesecake,🍰
Individual Fruit Cheesecake,🍰
Homemade Cheesecake,🍰
Baked Coated Chicken Breast,🍗
Homemade Chicken Chasseur,🍗
Chicken Chasseur (with bone),🍗
Homemade Chicken Fricassee,🍗
Homemade Low-Fat Chicken Fricassee,🍗
Chicken in White Sauce (semi-skimmed milk),🍗
Chicken in White Sauce (whole milk),🍗
Takeaway Coated Chicken Pieces,🥧
Takeaway Battered Chicken Portions,🍗
Takeaway Chicken Satay,🍗
Sliced Chicken,🍗
Cream of Chicken Soup (canned),🍗
Barbecued Marinated Chicken Wings,🍗
Barbecued Marinated Chicken Wings (with bone),🍗
Casseroled Chicken Breast with Skin,🍗
Casseroled Chicken Breast with Skin (with bone),🍗
Casseroled Chicken Breast (meat only),🍗
"Grilled Chicken Breast (meat only, with skin)",🍗
Grilled Skinless Chicken Breast,🍗
Grilled Chicken Breast with Skin,🍗
Stir-Fried Chicken Breast Strips,🍗
Raw Corn-Fed Dark Chicken Meat,🍗
Raw Corn-Fed Light Chicken Meat,🍗
Raw Corn-Fed Chicken Meat,🍗
Raw Corn-Fed Chicken Skin,🍗
Roasted Corn-Fed Dark Chicken Meat,🍗
Roasted Corn-Fed Light Chicken Meat,🍗
Roasted Corn-Fed Chicken Meat,🍗
Raw Dark Chicken Meat,🍗
Roasted Dark Chicken Meat,🍗
Casseroled Chicken Drumsticks with Skin,🍗
Casseroled Chicken Drumsticks with Skin (with bone),🍗
Casseroled Chicken Drumsticks (meat only),🍗
Roasted Chicken Drumsticks with Skin,🍗
Roasted Chicken Drumsticks with Skin (with bone),🍗
Roasted Chicken Drumsticks (meat only),🍗
Casseroled Chicken Leg Quarter with Skin,🍖
Casseroled Chicken Leg Quarter with Skin (with bone),🍖
Casseroled Chicken Leg Quarter (meat only),🍖
Raw Chicken Leg Quarter with Skin,🍖
Raw Chicken Leg Quarter with Skin (with bone),🍖
Roasted Chicken Leg Quarter with Skin,🍖
Roasted Chicken Leg Quarter with Skin (with bone),🍖
Raw Light Chicken Meat,🍗
Roasted Light Chicken Meat,🍗
Raw Chicken Meat,🍗
Roasted Chicken Meat,🍗
Deep-Fried Uncoated Chicken Portions with Skin,🍗
Deep-Fried Uncoated Chicken Portions with Skin (with bone),🍗
Casseroled Chicken Skin,🍗
Raw Chicken Skin,🍗
Dry Roasted/Grilled Chicken Skin,🍗
Moist Roasted/Grilled Chicken Skin,🍗
Homemade Chicken with Mushrooms and Cashews,🍗
Homemade Chicken in Black Bean Sauce with Peppers,🍗
Chicken with Rice and Vegetables,🍚
Casseroled Chicken Thighs with Skin,🍗
Casseroled Chicken Thighs with Skin (with bone),🍗
Diced Casseroled Chicken Thighs,🍗
Raw Whole Corn-Fed Chicken with Skin,🍗
Raw Whole Corn-Fed Chicken with Skin (with bone),🍗
Roasted Whole Corn-Fed Chicken with Skin,🍗
Roasted Whole Corn-Fed Chicken with Skin (with bone),🍗
Raw Whole Chicken with Skin,🍗
Raw Whole Chicken with Skin (with bone),🍗
Roasted Whole Chicken with Skin,🍗
Roasted Whole Chicken with Skin (with bone),🍗
Casseroled Chicken Wing Quarter with Skin,🍗
Casseroled Chicken Wing Quarter with Skin (with bone),🍗
Casseroled Chicken Wing Quarter (meat only),🍗
Raw Chicken Wing Quarter with Skin,🍗
Raw Chicken Wing Quarter with Skin (with bone),🍗
Roasted Chicken Wing Quarter with Skin,🍗
Roasted Chicken Wing Quarter with Skin (with bone),🍗
Chicken/Turkey Pastries (puff pastry),🥐
Baked Coated Chicken/Turkey Pieces,🍗
Raw Chital,🍛
Chocolate Caramel Cereal Bar,🍫
Chocolate Caramel Biscuit Fingers,🍫
Chocolate-Covered Wafer,🍫
Chocolate Nut Spread,🍫
Chocolate Nut Sundae,🍫
Chocolate Spread,🍫
Dark Chocolate with Fondant Centers,🍫
Filled Chocolate,🍫
Milk Chocolate,🍫
Dark Chocolate,🍫
White Chocolate,🍫
Chorizo,🍛
Beef Chow Mein,🥩
Takeaway Chicken Chow Mein,🍗
Homemade Pork and Chicken Chow Mein,🥓
Boiled Cockles,🍛
Cocoa Butter,🍫
Cocoa with Semi-Skimmed Milk,🍫
Cocoa with Skimmed Milk,🍫
Cocoa with Whole Milk,🍫
Coconut Milk,🥥
Reduced-Fat Coconut Milk,🥥
Coconut Milk,🥥
"Salted Dried Cod, boiled",🐟
Baked Cod,🐟
Baked Cod with Bones and Skin,🐟
Grilled Cod,🐟
Microwaved Cod,🐟
Milk-Poached Cod with Butter,🐟
"Milk-Poached Cod with Butter, Bones and Skin",🐟
Raw Cod,🐟
Smoked Salted Cod,🐟
Steamed Cod,🐟
Steamed Cod with Bones and Skin,🐟
"Battered Cod, baked",🐟
"Battered Cod, fried in dripping",🐟
"Battered Cod, fried in rapeseed oil",🐟
"Battered Cod, fried in sunflower oil",🐟
"Battered Cod, fried",🐟
"Breaded Cod, baked",🐟
Coffee with Semi-Skimmed Milk,☕
Coffee with Single Cream,☕
Coffee with Whole Milk,☕
Instant Coffee with Semi-Skimmed Milk,☕
Instant Coffee with Whole Milk,☕
Baked Coley,🐟
Fried Whitebait,🐟
Grilled Coley,🐟
Poached Coley,🐟
Raw Coley,🐟
Steamed Coley,🫖
Steamed Coley with Bones and Skin,🫖
Original Complan Powder,🍛
Savory Complan Powder,🍛
Savory Complan with Water,🍛
Complan with Semi-Skimmed Milk,🥛
Complan with Skimmed Milk,🥛
Complan with Water,🍛
Complan with Whole Milk,🥛
Coq au Vin,🍛
Coq au Vin with Bone,🍛
Homemade Corned Beef Hash,🥩
Canned Corned Beef,🥩
Cornetto Ice Cream,🍦
Homemade Cornish Pasty,🥟
Retail Cornish Pasty,🥟
Coronation Chicken,🍗
Light Coronation Chicken,🍗
Butter-Fried Courgette,🥒
Courgette and Eggs,🥒
Brown Crab Meat,🦀
Canned Crab,🦀
Cooked Crab,🦀
Whole Cooked Crab with Shell,🦀
White Crab Meat,🦀
Raw Crayfish,🐟
Cream Crackers,🥛
Cream of Tartar,🥛
Double Cream Substitute,🥛
Single Cream Substitute,🥛
Extra Thick Cream (24% fat),🥛
Whipped Cream Spray (85% cream),🥛
Light Whipped Cream Spray,🥛
Clotted Cream,🥛
Double Cream (including Jersey),🥛
Single Cream,🥛
Whipping Cream,🥛
Half Cream,🥛
Creme Egg,🍳
Beef and Spinach Curry,🍛
Beef Curry,🍛
Light Beef Curry,🍛
Ready-Made Beef Curry,🍛
Ready-Made Beef Curry with Rice,🍚
Chickpea Dahl and Spinach Curry,🍛
Gujarati Chickpea and Tomato Curry,🍛
Punjabi Chickpea and Tomato Curry,🍛
Chicken Balti,🍗
Chicken Korma,🍗
Tandoori Chicken Curry,🍛
Chicken Tikka Masala,🍗
Chicken Vindaloo,🍗
Light Chicken Vindaloo,🍗
Ready-Made Chicken Curry,🍛
Ready-Made Chicken Curry with Rice,🍚
Takeaway Chicken Curry,🍛
Jarred Chicken Curry,🍛
Thai Green Chicken Curry,🍛
Egg and Potato Curry,🥔
Sweet Egg Curry,🍛
Butter Egg Curry,🍛
Rapeseed Oil Egg Curry,🍛
Bangladeshi Fish and Vegetable Curry,🍛
Bangladeshi Fish Curry,🍛
Fish Curry,🍛
Bengali Haddock Curry,🍛
Bengali Herring Curry,🍛
Lamb Biryani,🍖
Light Lamb Biryani,🍖
Lamb Rogan Josh,🍖
Lamb Vindaloo,🍖
Jarred Lamb Curry,🍛
Red Lentil (Masoor Dahl) and Tomato Curry,🍛
Red Lentil (Masoor) Curry with Butter,🍛
Pigeon Pea Dahl Curry with Butter,🍛
Prawn and Mushroom Curry,🍛
Prawn Bhuna (Takeaway),🍤
Prawn Madras (Takeaway),🍤
Prawn Curry (Takeaway),🍛
Egg Custard,🍳
Custard with Semi-Skimmed Milk,🥛
Custard with Skimmed Milk,🥛
Custard with Whole Milk,🥛
Raw Cuttlefish,🐟
Raw Dab,🍛
Chocolate Dairy Desserts,🍫
Sour Cream Dips (Assorted),🍛
Reduced Fat Sour Cream Dips,🧈
Doner Kebab in Pitta with Salad,🌯
Doner Kebab Meat,🌯
Raw Dover Sole,🐟
Blue Cheese Dressing,🧀
Hot Chocolate with Semi-Skimmed Milk,🍫
Hot Chocolate with Skimmed Milk,🍫
Hot Chocolate with Whole Milk,🍫
Hot Chocolate Powder,🍫
Reduced Fat Hot Chocolate Powder,🍫
Beef Dripping,🥩
Duck à l'Orange (Lean),🍗
Duck à l'Orange (with Skin),🍗
Duck with Pineapple,🍗
Chinese Crispy Duck,🍗
Raw Duck Meat,🍗
Raw Duck (Whole),🍗
Raw Duck with Skin,🍗
Roasted Duck Meat,🍗
Roasted Duck (Whole),🍗
Roasted Duck with Skin,🍗
Grilled Conger Eel,🐟
Grilled Conger Eel (Whole),🐟
Raw Conger Eel,🐟
Raw Yellow Eel,🐟
Egg Foo Young,🍳
Homemade Eggnog,🍳
Scrambled Eggs with Semi-Skimmed Milk,🍳
Boiled Egg Whites,🍳
Dried Egg Whites,🍳
Raw Egg Whites,🍳
Boiled Eggs,🍳
Dried Eggs,🍳
Fried Eggs in Sunflower Oil,🍳
Fried Eggs (No Oil),🍳
Poached Eggs,🍳
Raw Eggs,🍳
Scrambled Eggs,🍳
Boiled Egg Yolks,🍳
Raw Egg Yolks,🍳
Salted Duck Eggs,🍳
Raw Duck Eggs,🍳
Raw Quail Eggs,🍳
Raw Turkey Eggs,🍳
Beef Enchiladas,🥩
Faggots in Gravy,🍛
Chicken Fajita Meat (Restaurant),🌮
Steamed Fish Balls,🐟
Fried Cod Fish Fingers in Rapeseed Oil,🐟
Fried Cod Fish Fingers in Sunflower Oil,🐟
Baked Cod Fish Fingers,🐟
Grilled Pollock Fish Fingers,🐟
Baked Salmon Fish Fingers,🐟
Fish Paste,🐟
Homemade Cod Fishcakes,🍰
Breaded Salmon Fishcakes,🍰
Homemade Salmon Fishcakes,🍰
Breaded White Fish Fishcakes,🍰
Cheese and Mushroom Flan,🍄
Wholemeal Cheese and Mushroom Flan,🍄
"Cheese, Onion and Potato Flan",🥔
"Wholemeal Cheese, Onion and Potato Flan",🥔
Chocolate-Covered Flapjacks,🍫
Steamed Flounder,🐟
Steamed Flounder (Whole),🐟
Raw Flounder,🐟
Raw Flying Fish,🐟
Frankfurter,🌭
Frankfurter in Bun,🌭
Loaded Frankfurter (with Toppings),🌭
Frozen Chocolate Gateau,🍫
Ghee,🧈
Boiled Chicken Giblets,🍗
Raw Chicken Giblets,🍗
Boiled Turkey Giblets,🍗
Raw Goose with Skin,🍗
Roasted Goose with Skin,🍗
Roasted Grouse Meat,🥩
Roasted Grouse (Whole),🍛
Fried Breaded Haddock,🍞
Fried Breaded Haddock (Whole),🍞
Raw Breaded Haddock,🍞
Flour-Coated Fried Haddock in Oil,🐟
Flour-Coated Fried Haddock in Dripping,🐟
Flour-Coated Fried Haddock in Dripping (Whole),🐟
Flour-Coated Fried Haddock in Sunflower Oil,🐟
Fried Haddock in Flour,🐟
Grilled Haddock,🐟
Grilled Haddock Fillets,🐟
Poached Haddock,🐟
Poached Haddock Fillets,🐟
Raw Haddock,🐟
Poached Smoked Haddock,🐟
Poached Smoked Haddock Fillets,🐟
Raw Smoked Haddock,🐟
Steamed Smoked Haddock,🐟
Steamed Smoked Haddock Fillets,🐟
Steamed Haddock,🐟
Steamed Haddock Fillets,🐟
Battered Haddock (Blended Oil),🐟
Battered Haddock (Dripping),🐟
Battered Haddock (Retail Oil),🐟
Battered Haddock (Sunflower Oil),🐟
Boiled Haggis,🥩
Grilled Hake,🐟
Grilled Hake Fillets,🐟
Raw Hake,🐟
Grilled Halibut,🐟
Poached Halibut,🐟
Poached Halibut Fillets,🐟
Raw Halibut,🐟
Grilled Halibut Fillets,🐟
Ham,🍖
Boiled Gammon,🍖
Raw Gammon,🍖
Grilled Gammon Rashers,🍖
Stewed Hare,🐇
Stewed Hare with Bone,🐇
Raw Lamb Heart,🍖
Roasted Lamb Heart,🍖
Raw Ox Heart,🥩
Stewed Ox Heart,🥩
Raw Pig Heart,🥩
Stewed Pig Heart,🥩
Grilled Herring,🐟
Grilled Herring Fillets,🐟
Raw Herring,🐟
Pickled Herring,🥒
Raw Hilsa,🐟
Grilled Hoki,🐟
Raw Hoki,🐟
Honey,🍯
Honeycomb,🍯
Horlicks (Semi-skimmed Milk),🥛
Horlicks (Skimmed Milk),🥛
Horlicks (Whole Milk),🥛
Lamb/Beef Hot Pot with Potatoes,🥔
Luxury Chocolate Ice Cream Bars,🍦
Non-dairy Chocolate Ice Cream Bars,🍦
Frozen Ice Cream Desserts,🍦
Strawberry and Chocolate Ice Cream Topping,🍦
Non-dairy Vanilla Ice Cream Cone,🍦
Non-dairy Vanilla Ice Cream with Wafers,🍦
Luxury Chocolate/Caramel Ice Cream,🍦
Vanilla Soft Serve Ice Cream,🍦
Non-dairy Vanilla Soft Serve Ice Cream,🍦
Low-fat Ice Cream Alternative,🍦
Homemade Butter Icing,🧈
Instant Dessert (Skimmed Milk),🥛
Instant Dessert (Whole Milk),🥛
Low-calorie Chocolate Drink Powder,🍫
Raw Jackfish,🐟
Milk Jelly,🥛
Raw John Dory,🐟
Homemade Pork and Pineapple Kebabs,🌯
Homemade Kedgeree,🍛
Homemade Beef Kheema,🥩
Homemade Lamb Kheema,🍖
Homemade Low-fat Lamb Kheema,🍖
Khichadi with Ghee,🍛
Fried Lamb Kidney,🍖
Raw Lamb Kidney,🍖
Raw Ox Kidney,🥩
Stewed Ox Kidney,🥩
Fried Pig Kidney,🥩
Raw Pig Kidney,🥩
Stewed Pig Kidney,🥩
Boiled Kippers with Butter,🐟
Grilled Kippers,🐟
Grilled Kipper Fillets,🐟
Homemade Beef Kofta,🥩
Homemade Breaded Lamb Kofta,🍖
Lamb and Vegetable Stir-fry,🍖
Raw Lamb (lean and fat),🍖
Barbecued Lamb Neck Cutlets (lean),🍖
Barbecued Lamb Neck Cutlets with Fat,🍖
Barbecued Lamb Neck Cutlets with Bone,🍖
Barbecued Lean Lamb Neck Cutlets with Bone,🍖
Grilled Lamb Neck Cutlets (lean),🍖
Grilled Lamb Neck Cutlets with Fat,🍖
Grilled Lamb Neck Cutlets with Bone,🍖
Grilled Lean Lamb Neck Cutlets with Bone,🍖
Raw Lamb Neck Cutlets with Fat,🍖
Raw Lamb Neck Cutlets with Bone,🍖
Raw Lean Lamb Breast,🍖
Raw Lamb Breast with Fat,🍖
Roasted Lamb Breast (lean),🍖
Roasted Lamb Breast,🍖
Fried Lamb Chump Chops (lean),🍖
Fried Lamb Chump Chops,🍖
Fried Lamb Chump Chops with Bone,🍖
Fried Lamb Chump Chops (lean) with Bone,🍖
Raw Lamb Chump Chops,🍖
Raw Lamb Chump Chops with Bone,🍖
Fried Lamb Chump Steaks,🍖
Raw Lamb Chump Steaks,🍖
Cooked Lamb Fat,🍖
Raw Lamb Fat,🍖
Extra-Trimmed Raw Lamb Fat,🍖
Raw Lamb (lean),🍖
Extra-Trimmed Raw Lamb (lean),🍖
Grilled Lamb Leg Chops,🍖
Grilled Lamb Leg Chops with Bone,🍖
Roasted Lamb Leg (lean),🍖
Roasted Lamb Leg,🍖
Grilled Lamb Leg Steaks (lean),🍖
Grilled Lamb Leg Steaks,🍖
Braised Lamb Leg Fillet (lean),🍖
Braised Lamb Leg Fillet,🍖
Pot-Roasted Lamb Knuckle (lean),🍲
Pot-Roasted Lamb Knuckle,🍲
Pot-Roasted Lamb Knuckle with Bone,🍲
Well-Done Roasted Lamb Leg (lean),🍖
Well-Done Roasted Lamb Leg,🍖
Roasted Lamb Leg,🍖
Roasted Lamb Leg (lean),🍖
Grilled Lamb Loin Chops (lean),🍖
Grilled Lamb Loin Chops,🍖
Grilled Lamb Loin Chops with Bone,🍖
Grilled Lamb Loin Chops (lean) with Bone,🍖
Microwaved Lamb Loin Chops (lean),🍖
Microwaved Lamb Loin Chops,🍖
Microwaved Lamb Loin Chops with Bone,🍖
Microwaved Lamb Loin Chops (lean) with Bone,🍖
Raw Lamb Loin Chops,🍖
Raw Lamb Loin Chops with Bone,🍖
Roasted Lamb Loin Chops (lean),🍖
Roasted Lamb Loin Chops,🍖
Roasted Lamb Loin Chops with Bone,🍖
Roasted Lamb Loin Chops (lean) with Bone,🍖
Raw Lamb Loin Joint,🍖
Raw Lamb Loin Joint with Bone,🍖
Roasted Lamb Loin Joint (lean),🍖
Roasted Lamb Loin Joint,🍖
Roasted Lamb Loin Joint with Bone,🍖
Raw Lamb Mince,🍖
Stewed Lamb Mince,🍖
Stewed Lamb Mince with Onions,🍖
Raw Lamb Neck Fillet (lean),🍖
Raw Lamb Neck Fillet,🍖
Grilled Lamb Neck Fillet (lean),🍖
Grilled Lamb Neck Fillet,🍖
Stir-Fried Lamb Neck Fillet (lean),🍖
Stir-Fried Lamb Neck Fillet,🍖
Roasted New Zealand Lamb Leg (lean),🍖
Roasted New Zealand Lamb Leg,🍖
Raw Frozen New Zealand Lamb Leg with Bone,🍖
Roasted Frozen New Zealand Lamb Leg (lean),🍖
Roasted Frozen New Zealand Lamb Leg,🍖
Roasted Frozen New Zealand Lamb Leg with Bone,🍖
Grilled Frozen New Zealand Lamb Loin Chops (lean),🍖
Grilled Frozen New Zealand Lamb Loin Chops,🍖
Grilled Frozen New Zealand Lamb Loin Chops with Bone,🍖
Grilled Frozen New Zealand Lamb Loin Chops (lean) with Bone,🍖
Stewed Frozen New Zealand Lamb Mince,🍖
Roasted Frozen New Zealand Lamb Shoulder (lean),🍖
Roasted Frozen New Zealand Lamb Shoulder,🍖
Roasted Rack of Lamb (lean),🍖
Raw Rack of Lamb,🍖
Raw Rack of Lamb with Bone,🍖
Roasted Rack of Lamb,🍖
Roasted Lamb Shoulder (lean),🍖
Roasted Lamb Shoulder,🍖
Grilled Lamb Shoulder Kebabs,🌯
Pot-Roasted Lamb Shoulder Blade (lean),🍲
Pot-Roasted Lamb Shoulder Blade,🍲
Braised Lamb Shoulder Knuckle (lean),🍖
Braised Lamb Shoulder Knuckle,🍖
Raw Lamb Shoulder,🍖
Raw Lamb Shoulder with Bone,🍖
Roasted Whole Lamb Shoulder (lean),🍖
Roasted Whole Lamb Shoulder,🍖
Roasted Whole Lamb Shoulder with Bone,🍖
Pressure Cooked Lamb Stew (lean),🍖
Pressure Cooked Lamb Stew,🍖
Raw Stewing Lamb,🍖
Raw Stewing Lamb with Bone,🍖
Stewed Lamb (lean),🍖
Stewed Lamb,🍖
Homemade Lamb's Heart Casserole,🍖
Homemade Lancashire Hotpot,🍲
Boiled Langoustine,🦐
Lard,🍛
Homemade Beef Lasagne (extra lean),🥩
Homemade Leeks in Cheese Sauce (semi-skimmed milk),🧀
Homemade Leeks in Cheese Sauce (skimmed milk),🧀
Homemade Leeks in Cheese Sauce (Whole Milk),🧀
Homemade Lemon Chicken,🍗
Grilled Lemon Sole Fillets,🍋
Raw Lemon Sole Fillets,🍋
Steamed Lemon Sole Fillets,🍋
Steamed Lemon Sole with Bone,🍋
Baked Lemon Sole Goujons,🍋
Homemade Lentil and Nut Roast with Egg,🥜
Homemade Lentil and Rice Roast with Egg,🥜
Homemade Lentil Roast with Egg,🍳
Raw Ling,🐟
Cream Liqueurs,🍾
Homemade Fried Liver and Bacon,🥓
Homemade Stewed Liver and Onions,🧅
Liver Sausage,🍖
Fried Calf Liver (Corn Oil),🌽
Raw Calf Liver,🥩
Fried Chicken Liver (Corn Oil),🍗
Raw Chicken Liver,🍗
Fried Lamb Liver (Corn Oil),🍖
Raw Lamb Liver,🍖
Raw Ox Liver,🥩
Stewed Ox Liver,🥩
Raw Pig Liver,🥓
Stewed Pig Liver,🥓
Boiled Lobster,🦞
Boiled Lobster with Shell,🦞
Ice Cream Lollies,🍦
Steamed Chinese Luncheon Meat,🫖
Homemade Macaroni Cheese,🧀
Grilled Mackerel Fillets,🐟
Grilled Mackerel Fillets with Bone,🐟
Raw Mackerel Fillets,🐟
Smoked Mackerel Fillets,🐟
Homemade Meat Loaf,🥩
Takeaway Meat Samosas,🥩
Meat Spread,🥩
Homemade Pork and Beef Meatballs in Tomato Sauce,🥓
"Honeydew Melon (Flesh Only, Whole)",🍯
"Honeydew Melon (Flesh Only, with Skin)",🍯
Homemade Meringue with Cream,🥛
Homemade Milk Bread,🍞
Fermented Milk Drink with Probiotics,🥛
Milkshake Powder,🥛
Milkshake Powder (Semi-skimmed Milk),🥛
Milkshake Powder (Skimmed Milk),🥛
Milkshake Powder (Whole Milk),🥛
1% Fat Pasteurised Milk,🥛
Channel Islands Whole Milk (Pasteurised),🥛
Channel Islands Whole Milk (Summer),🥛
Channel Islands Whole Milk (Winter),🥛
Sweetened Whole Condensed Milk,🥛
Light Evaporated Milk,🥛
Whole Evaporated Milk,🥛
Chocolate Flavoured Milk (Pasteurised),🍫
Strawberry and Banana Flavoured Milk (Pasteurised),🍌
Pasteurised Goat's Milk,🌾
Human Colostrum Milk,🥛
Mature Human Milk,🥛
Transitional Human Milk,🥛
Semi-skimmed Pasteurised Milk (Average),🥛
Semi-skimmed Pasteurised Milk (Summer and Autumn),🥛
Semi-skimmed Pasteurised Milk (Winter and Spring),🥛
Semi-skimmed UHT Milk,🥛
Raw Sheep’s Milk,🥛
Fortified Dried Skimmed Milk,🏰
Skimmed Pasteurised Milk (Average),🥛
Skimmed Pasteurised Milk (Summer),🥛
Skimmed Pasteurised Milk (Winter),🥛
Skimmed UHT Milk,🥛
Sweetened Fortified Soya Milk,🏰
Unsweetened Fortified Soya Milk,🏰
Whole Pasteurised Milk (Average),🥛
Whole Pasteurised Milk (Summer and Autumn),🥛
Whole Pasteurised Milk (Winter and Spring),🥛
Whole UHT Milk,🥛
Thick Takeaway Milkshake,🥛
Milky Way and Equivalents,🥛
Mincemeat,🥩
Grilled Monkfish Fillets,🐟
Grilled Monkfish with Bone,🐟
Raw Monkfish Fillets,🐟
Homemade Moussaka,🍛
Reheated Retail Moussaka,🍛
Low-fat Chocolate Mousse,🍫
Homemade American-style Chocolate Chip Muffins,🍫
Retail American-style Chocolate Muffins,🍫
Retail American-style Non-Chocolate Muffins,🍫
Grilled Grey Mullet Fillets,🐟
Raw Grey Mullet Fillets,🐟
Grilled Grey Mullet with Bone,🐟
Grilled Red Mullet Fillets,🐟
Grilled Red Mullet with Bone,🐟
Raw Red Mullet Fillets,🐟
White Mushrooms Fried in Salted Butter,🍄
Cooked Mussels in White Wine Sauce,🍷
Purchased Cooked Mussels,🍛
Raw Mussels,🍛
Raw Dried Egg Noodles,🍜
Boiled Fine Egg Noodles,🍜
Homemade Fried Egg Noodles with Spring Onions,🍜
Boiled Medium Egg Noodles,🍜
Boiled Thick Egg Noodles,🍜
"Homemade Nut and Rice Roast, with Egg",🥜
"Homemade Nut and Seed Roast, with Egg",🥜
"Homemade Nut and Vegetable Roast, with Egg",🥜
"Homemade Nut Roast, with Egg",🥜
Raw Octopus,🦑
Homemade Cheese Omelette,🧀
Homemade Onion Sauce (made with Semi-skimmed Milk),🧅
Homemade Onion Sauce (made with Skimmed Milk),🧅
Homemade Onion Sauce (made with Whole Milk),🧅
Onions Fried in Butter,🧅
Ovaltine (made with Semi-skimmed Milk),🥫
Ovaltine (made with Skimmed Milk),🥫
Ovaltine (made with Whole Milk),🥫
Ovaltine Powder,🥫
Stewed Oxtail with Added Salt,🧂
Stewed Oxtail (Weighed with Fat and Bones),🧈
